fid,osm_id,name,highway,angle,xcoord,ycoord
25,"12138624",Elbow Lane,service,277.000938896660216,-75.145076900000007,39.949240400000001
25,"12138624",Elbow Lane,service,277.000938896660216,-75.145374663246329,39.949276965682422
25,"12138624",Elbow Lane,service,276.994325258721631,-75.145672430661349,39.949313497402123
26,"12138795",Letitia Street,service,192.119179830622670,-75.142960200000005,39.949788900000001
26,"12138795",Letitia Street,service,192.136720912058962,-75.143023276862863,39.949495606116834
26,"12138795",Letitia Street,service,192.136720912058962,-75.143086350417434,39.949202311509467
26,"12138795",Letitia Street,service,192.129181874471072,-75.143149399605079,39.948909011663616
26,"12138795",Letitia Street,service,192.136023023065604,-75.143212437419677,39.948615709372739
26,"12138795",Letitia Street,service,192.156416980603723,-75.143275515689922,39.948322415780936
27,"12139484",Loxley Court,service,11.734021505113397,-75.145615000000006,39.952822800000000
27,"12139484",Loxley Court,service,11.734021505113397,-75.145553989387125,39.953116530667643
29,"12150945",Saint Josephs Way,footway,193.011861199993547,-75.147386600000004,39.946280000000002
29,"12150945",Saint Josephs Way,footway,193.011861199993547,-75.147454145828206,39.945987702957439
30,"12150950",Elfreths Alley,service,277.066581101894769,-75.141664500000005,39.952683399999998
30,"12150950",Elfreths Alley,service,277.066581101894769,-75.141962221158636,39.952720306797545
30,"12150950",Elfreths Alley,service,277.075266228882924,-75.142259937021677,39.952757256287178
30,"12150950",Elfreths Alley,service,277.075266228882924,-75.142557652582411,39.952794208214087
30,"12150950",Elfreths Alley,service,277.075266228882924,-75.142855368143131,39.952831160140995
31,"12152512",North Orianna Street,service,11.457330327829990,-75.145955999999998,39.953234700000003
31,"12152512",North Orianna Street,service,11.460575856878526,-75.145896394876644,39.953528719096710
31,"12152512",North Orianna Street,service,11.460575856878526,-75.145836786790767,39.953822737592894
31,"12152512",North Orianna Street,service,11.175224768698426,-75.145777441849987,39.954116808779929
32,"12152749",Black Horse Alley,pedestrian,277.457851157953769,-75.142294500000006,39.948987500000001
32,"12152749",Black Horse Alley,pedestrian,277.457851157953769,-75.142591962183872,39.949026439044310
32,"12152749",Black Horse Alley,pedestrian,277.457851157953769,-75.142889424367723,39.949065378088619
32,"12152749",Black Horse Alley,pedestrian,277.464872392207553,-75.143186885311209,39.949104326603830
32,"12152749",Black Horse Alley,pedestrian,277.464872392207553,-75.143484342721123,39.949143302099955
32,"12152749",Black Horse Alley,pedestrian,277.464872392207553,-75.143781800131009,39.949182277596073
33,"12153927",Filbert Street,service,277.795602020106173,-75.143495700000003,39.951006399999997
33,"12153927",Filbert Street,service,277.817162477266550,-75.143792916476471,39.951047172092530
33,"12153927",Filbert Street,service,277.817162477266550,-75.144090128619538,39.951087975793534
33,"12153927",Filbert Street,service,277.811542921853800,-75.144387346989319,39.951128734110782
34,"12153929",Filbert Street,residential,97.181951024306983,-75.153324900000001,39.952289100000002
34,"12153929",Filbert Street,residential,97.181951024306983,-75.153027253759859,39.952251593790812
36,"12158809",Sansom Walk,service,277.737533168592847,-75.142668799999996,39.947256000000003
36,"12158809",Sansom Walk,service,277.737533168592847,-75.142966068564732,39.947296390598190
36,"12158809",Sansom Walk,service,277.737533168592847,-75.143263337129454,39.947336781196377
36,"12158809",Sansom Walk,service,277.737533168592847,-75.143560605694191,39.947377171794557
36,"12158809",Sansom Walk,service,193.185088050845991,-75.143676219702087,39.947153635345792
37,"12159305",Willings Alley,service,277.599412057085942,-75.146528599999996,39.946321599999997
37,"12159305",Willings Alley,service,277.661586114250838,-75.146825933282685,39.946361511131080
37,"12159305",Willings Alley,service,277.649453939026898,-75.147123258004143,39.946401486237107
37,"12159305",Willings Alley,service,277.659037723342010,-75.147420585661152,39.946441439507005
37,"12159305",Willings Alley,service,277.652059467167021,-75.147717910831020,39.946481411285411
37,"12159305",Willings Alley,service,277.652059467167021,-75.148015239319548,39.946521358374305
38,"12159449",Ranstead Street,service,276.968986951730244,-75.152208400000006,39.950007399999997
38,"12159449",Ranstead Street,service,276.967110553555415,-75.152506184439588,39.950043792685058
38,"12159449",Ranstead Street,service,276.935544918977030,-75.152803974050599,39.950080142961113
38,"12159449",Ranstead Street,service,276.935544918977030,-75.153101778836870,39.950116368770622
38,"12159449",Ranstead Street,service,276.935544918977030,-75.153399583623141,39.950152594580139
38,"12159449",Ranstead Street,service,276.866429796887701,-75.153697389634189,39.950188810270085
39,"12159470",Ranstead Street,residential,277.066729718670160,-75.147461000000007,39.949422200000001
39,"12159470",Ranstead Street,residential,277.054982086527218,-75.147758725607289,39.949459070882327
39,"12159470",Ranstead Street,residential,277.054982086527218,-75.148056454231281,39.949495917408150
39,"12159470",Ranstead Street,residential,277.054982086527218,-75.148354182855257,39.949532763933966
39,"12159470",Ranstead Street,residential,277.054982086527218,-75.148651911479234,39.949569610459790
39,"12159470",Ranstead Street,residential,277.054982086527218,-75.148949640103211,39.949606456985606
40,"12160701",North 3rd Street,tertiary,13.447147808111804,-75.145693899999998,39.950195800000003
40,"12160701",North 3rd Street,tertiary,12.933718138102321,-75.145626032552286,39.950488020067723
40,"12160701",North 3rd Street,tertiary,12.933718138102321,-75.145558885437183,39.950780408961030
40,"12160701",North 3rd Street,tertiary,12.878799084405824,-75.145492014499482,39.951072861139174
40,"12160701",North 3rd Street,tertiary,12.966786417014619,-75.145425610177796,39.951365416809040
40,"12160701",North 3rd Street,tertiary,12.398518778482700,-75.145360424821476,39.951658246350810
40,"12160701",North 3rd Street,tertiary,12.398518778482700,-75.145296011798081,39.951951249699626
41,"12161748",5th Street,secondary,12.041328224356592,-75.148933799999995,39.950563000000002
41,"12161748",5th Street,secondary,9.481360512076281,-75.148877297174579,39.950857581948547
41,"12161748",5th Street,secondary,12.496217869673114,-75.148815506857801,39.951151107412883
42,"12164007",Dock Street,residential,105.279195929306667,-75.144495000000006,39.946477000000002
42,"12164007",Dock Street,residential,140.688857262984698,-75.144229264378311,39.946351002453497
42,"12164007",Dock Street,residential,148.613486164818283,-75.144050668364287,39.946110312927544
42,"12164007",Dock Street,residential,148.613486164818283,-75.143894425751171,39.945854210905203
42,"12164007",Dock Street,residential,178.134963481000909,-75.143818913310810,39.945570917472651
44,"12165780",West Washington Square,residential,12.387819414456700,-75.153491000000002,39.946514999999998
44,"12165780",West Washington Square,residential,11.949757220766626,-75.153427006044453,39.946808093939993
44,"12165780",West Washington Square,residential,12.292120000382567,-75.153363177502186,39.947101225002882
44,"12165780",West Washington Square,residential,12.292120000382567,-75.153299308699388,39.947394347461987
45,"12165845",Locust Street,residential,97.495857640769103,-75.149790199999998,39.946256599999998
45,"12165845",Locust Street,residential,97.461386923452139,-75.149492745021675,39.946217606018749
45,"12165845",Locust Street,residential,97.461386923452139,-75.149195285241333,39.946178648617902
45,"12165845",Locust Street,residential,97.476160754364699,-75.148897828715405,39.946139666392888
45,"12165845",Locust Street,residential,97.464442352196130,-75.148600374889057,39.946100663569275
45,"12165845",Locust Street,residential,97.464442352196130,-75.148302917186626,39.946061690305761
46,"12166287",Sansom Street,residential,276.949986618405603,-75.150929800000000,39.948471300000001
46,"12166287",Sansom Street,residential,276.945058613924743,-75.151227597795469,39.948507583231262
46,"12166287",Sansom Street,residential,276.945058613924743,-75.151525396562505,39.948543858489359
46,"12166287",Sansom Street,residential,276.945058613924743,-75.151823195329541,39.948580133747456
46,"12166287",Sansom Street,residential,276.945058613924743,-75.152120994096592,39.948616409005552
46,"12166287",Sansom Street,residential,276.945058613924743,-75.152418792863628,39.948652684263649
47,"12166488",Quarry Street,service,272.813254439858326,-75.141689999999997,39.953085700000003
47,"12166488",Quarry Street,service,277.044374911308637,-75.141988078431396,39.953118738979427
47,"12166488",Quarry Street,service,277.043004195826768,-75.142285814743119,39.953155523333088
47,"12166488",Quarry Street,service,277.052118096102561,-75.142583546175771,39.953192347152878
47,"12166488",Quarry Street,service,277.052118096102561,-75.142881276641191,39.953229178796377
48,"12166803",South 5th Street,tertiary,15.188815134482814,-75.149515899999997,39.947536999999997
48,"12166803",South 5th Street,tertiary,12.523040839133598,-75.149448453997707,39.947829271588063
48,"12166803",South 5th Street,tertiary,12.523040839133598,-75.149383404336916,39.948122134254902
48,"12166803",South 5th Street,tertiary,12.178598857961338,-75.149319294734852,39.948415203163485
48,"12166803",South 5th Street,tertiary,12.199008329752010,-75.149255911274878,39.948708430952259
48,"12166803",South 5th Street,tertiary,3.002610635004135,-75.149194679139413,39.949001942858175
49,"12167252",Philip Place,footway,12.156762421862503,-75.145550127485137,39.945551560035533
49,"12167252",Philip Place,footway,12.156762421862503,-75.145486951342818,39.945844832562450
50,"12167457",North Mascher Street,service,192.073431771603566,-75.142596299999994,39.951856599999999
50,"12167457",North Mascher Street,service,192.068320896988695,-75.142659050869526,39.951563236197757
50,"12167457",North Mascher Street,service,192.068320896988695,-75.142721774242531,39.951269866501846
51,"12167489",Trotters Alley,service,97.474251270425398,-75.144528300000005,39.949136500000002
51,"12167489",Trotters Alley,service,97.328695234433042,-75.144230758692927,39.949098171144072
52,"12169305",North Independence Mall East,secondary,12.103452083174007,-75.148347799999996,39.953328900000002
52,"12169305",North Independence Mall East,secondary,16.457114935339462,-75.148273205382154,39.953619305550546
52,"12169305",North Independence Mall East,secondary,12.964031859505521,-75.148193880373086,39.953908540284061
53,"12169818",South Leithgow Street,service,192.349403309521108,-75.148674999999997,39.946478200000001
53,"12169818",South Leithgow Street,service,192.349403309521108,-75.148739161829482,39.946185141542287
54,"12171743",South Bank Street,service,192.523316452269484,-75.144901300000001,39.950032100000001
54,"12171743",South Bank Street,service,192.523316452269484,-75.144966351069570,39.949739237646071
54,"12171743",South Bank Street,service,192.465413422817733,-75.145031368457452,39.949446367828571
55,"12173638",South Strawberry Street,service,192.642715671252461,-75.144342800000004,39.949962700000000
55,"12173638",South Strawberry Street,service,192.655711380181913,-75.144408507093871,39.949669984136357
55,"12173638",South Strawberry Street,service,192.655771481860512,-75.144474234752238,39.949377272887986
55,"12173638",South Strawberry Street,service,192.611885142988370,-75.144539995500566,39.949084569089294
55,"12173638",South Strawberry Street,service,192.664302961234142,-75.144605713435411,39.948791855678287
55,"12173638",South Strawberry Street,service,192.694733989464282,-75.144671448753556,39.948499146187501
56,"12174717",Saint James Street,service,96.806996235501657,-75.153627000000000,39.947436799999998
56,"12174717",Saint James Street,service,96.806996235501657,-75.153329114687182,39.947401242435255
58,"12180236",South Front Street,tertiary,193.191610279404813,-75.142146999999994,39.949674000000002
58,"12180236",South Front Street,tertiary,191.975027734279962,-75.142211052667733,39.949380931936481
58,"12180236",South Front Street,tertiary,191.975027734279962,-75.142273298271874,39.949087460498752
58,"12180236",South Front Street,tertiary,192.031053099181150,-75.142334510001177,39.948793776939581
58,"12180236",South Front Street,tertiary,192.019002455274006,-75.142397078403846,39.948500374163778
58,"12180236",South Front Street,tertiary,192.156041424992196,-75.142459660346745,39.948206974390139
59,"12181043",Arch Street,tertiary,277.125016348901795,-75.141665000000003,39.951740399999998
59,"12181043",Arch Street,tertiary,277.113790687581456,-75.141962689218602,39.951777563538265
59,"12181043",Arch Street,tertiary,277.119004515744905,-75.142260377334253,39.951814735916003
59,"12181043",Arch Street,tertiary,277.103263965361521,-75.142558074401009,39.951851836538559
59,"12181043",Arch Street,tertiary,277.110703139452710,-75.142855767669161,39.951888967629614
59,"12181043",Arch Street,tertiary,277.110703139452710,-75.143153460318516,39.951926103683768
60,"12181301",Cherry Street,residential,277.069483742827913,-75.145046500000007,39.953122100000002
60,"12181301",Cherry Street,residential,277.080420766298460,-75.145344213438705,39.953159069013395
60,"12181301",Cherry Street,residential,277.031742260597753,-75.145641936382660,39.953195961208053
60,"12181301",Cherry Street,residential,277.031742260597753,-75.145939679927523,39.953232686968704
60,"12181301",Cherry Street,residential,277.077633148184248,-75.146237357405482,39.953269939914357
60,"12181301",Cherry Street,residential,277.068231647356811,-75.146535072161626,39.953306898319553
61,"12181427",Cherry Street,residential,277.272061353781112,-75.152941999999996,39.954068999999997
61,"12181427",Cherry Street,residential,277.263480754535010,-75.153239591012309,39.954106941915960
61,"12181427",Cherry Street,residential,277.253194611762126,-75.153537184616653,39.954144863496666
61,"12181427",Cherry Street,residential,277.271697183214314,-75.153834772369379,39.954182830969167
61,"12181427",Cherry Street,residential,277.259724045652490,-75.154132364319935,39.954220765518464
61,"12181427",Cherry Street,residential,277.244985165161495,-75.154429965279490,39.954258629319810
62,"12181442",Cherry Street,service,277.930714415206467,-75.144076999999996,39.952914800000002
62,"12181442",Cherry Street,service,277.930714415206467,-75.144374130692398,39.952956192651911
62,"12181442",Cherry Street,service,277.931491511839226,-75.144671260900779,39.952997588778111
62,"12181442",Cherry Street,service,277.182340776276476,-75.144968404557929,39.953038883501200
63,"12186817",Cuthbert Street,service,82.268701731767678,-75.143437399999996,39.951293499999998
63,"12186817",Cuthbert Street,service,97.253361246949865,-75.143139863395078,39.951271547454219
63,"12186817",Cuthbert Street,service,97.253361246949865,-75.142842264131716,39.951233670304802
63,"12186817",Cuthbert Street,service,97.224409784935162,-75.142544652812234,39.951195888071219
63,"12186817",Cuthbert Street,service,97.224409784935162,-75.142247034447621,39.951158161303042
63,"12186817",Cuthbert Street,service,97.224409784935162,-75.141949416082994,39.951120434534872
65,"12189165",North 5th Street,secondary,36.069409900248729,-75.148347799999996,39.953328900000002
65,"12189165",North 5th Street,secondary,33.381010287940704,-75.148176169695233,39.953574856140989
65,"12189165",North 5th Street,secondary,12.177663303691157,-75.148039845988094,39.953839390465909
65,"12189165",North 5th Street,secondary,12.177663303691157,-75.147976562867328,39.954132639927344
66,"12197696",North Independence Mall West,secondary,195.614996491694683,-75.149935299999996,39.952770399999999
66,"12197696",North Independence Mall West,secondary,192.158414313146835,-75.150003227044579,39.952478301763875
66,"12197696",North Independence Mall West,secondary,192.535765785091058,-75.150066717468491,39.952185098002779
66,"12197696",North Independence Mall West,secondary,192.535765785091058,-75.150131832170203,39.951892249790170
67,"12198529",South Hancock Street,service,192.865039094268525,-75.143686700000003,39.947108900000003
67,"12198529",South Hancock Street,service,194.381394591502328,-75.143758740580978,39.946817701734197
68,"12199527",Saint James Court,residential,97.125016348504133,-75.150483300000005,39.946921199999998
68,"12199527",Saint James Court,residential,97.117845412848041,-75.150185615922652,39.946883995297235
68,"12199527",Saint James Court,residential,97.117845412848041,-75.149887927904842,39.946846822134141
69,"12201639",North Bread Street,service,12.919310226096298,-75.144270500000005,39.952065400000002
69,"12201639",North Bread Street,service,12.826095559312698,-75.144203793682465,39.952357889701112
69,"12201639",North Bread Street,service,12.826095559312698,-75.144137195899532,39.952650404205563
69,"12201639",North Bread Street,service,13.176117121691568,-75.144070426459137,39.952942879076261
69,"12201639",North Bread Street,service,13.176117121691568,-75.144002042950532,39.953234981277127
70,"12201968",Ludlow Street,service,277.004939465181792,-75.153057500000003,39.950461699999998
70,"12201968",Ludlow Street,service,277.004939465181792,-75.153355260692479,39.950498286473085
70,"12201968",Ludlow Street,service,277.058854975909810,-75.153653021127141,39.950534875036382
71,"12202026",Ludlow Street,residential,96.673227552933767,-75.149038300000001,39.950075800000000
71,"12202026",Ludlow Street,residential,96.845911993203487,-75.148740387010534,39.950040477960904
71,"12202026",Ludlow Street,residential,96.845911993203487,-75.148442525917403,39.950004718078262
71,"12202026",Ludlow Street,residential,96.845911993203487,-75.148144664824287,39.949968958195619
71,"12202026",Ludlow Street,residential,96.845911993203487,-75.147846803731170,39.949933198312976
71,"12202026",Ludlow Street,residential,96.845911993203487,-75.147548942638053,39.949897438430334
72,"12203661",North Front Street,tertiary,154.832129876600732,-75.141732899999994,39.953602799999999
72,"12203661",North Front Street,tertiary,176.444162020924409,-75.141703672029905,39.953305716673079
72,"12203661",North Front Street,tertiary,176.373128532736445,-75.141684967214189,39.953006300402791
72,"12203661",North Front Street,tertiary,176.373128532736445,-75.141665989639378,39.952706901251730
72,"12203661",North Front Street,tertiary,175.241936846446208,-75.141641568769003,39.952407901111826
72,"12203661",North Front Street,tertiary,183.289683959881188,-75.141638747651115,39.952108256362237
72,"12203661",North Front Street,tertiary,185.904383196785034,-75.141657915122977,39.951808907680494
73,"12203877",Race Street,secondary,96.741697295429447,-75.146406999999996,39.954210199999999
73,"12203877",Race Street,secondary,97.111404842820576,-75.146109258753242,39.954173464076774
73,"12203877",Race Street,secondary,97.111404842820576,-75.145811566558720,39.954136324376776
73,"12203877",Race Street,secondary,97.109850711150145,-75.145513873482315,39.954099191746181
73,"12203877",Race Street,secondary,97.114315358570465,-75.145216182544061,39.954062041979135
73,"12203877",Race Street,secondary,97.125016347410551,-75.144918492313707,39.954024886539209
74,"12203883",Race Street,tertiary,181.090417584377832,-75.142214999999993,39.953783399999999
74,"12203883",Race Street,tertiary,97.010585146212605,-75.142019309054433,39.953658289530054
75,"12204422",South Randolph Street,residential,191.327668054593772,-75.150483300000005,39.946921199999998
75,"12204422",South Randolph Street,residential,191.327668054593772,-75.150542225897667,39.946627044023373
76,"12204626",Saint James Court,footway,190.657946055906933,-75.150231300000002,39.946889700000000
77,"12206460",Manning Walk,service,276.567330705481766,-75.151345882890396,39.945645104064248
78,"12206496",North American Street,service,12.326349967784889,-75.144419900000003,39.951133200000001
79,"12206500",Church Street,service,278.371917099413338,-75.144235499999994,39.950591199999998
79,"12206500",Church Street,service,278.312026346113498,-75.144532315101273,39.950634797896768
79,"12206500",Church Street,service,278.312026346113498,-75.144829163741363,39.950678167066357
79,"12206500",Church Street,service,278.322369349227074,-75.145126010821500,39.950721546906742
79,"12206500",Church Street,service,278.322369349227074,-75.145422851627785,39.950764969662579
80,"25428990",South 6th Street,residential,191.651899968421986,-75.151098800000000,39.947721299999998
80,"25428990",South 6th Street,residential,192.789942299688533,-75.151163809896261,39.947428439590723
81,"30908137",Delaware Expressway,motorway,176.305667505568550,-75.141598750147310,39.954049118810403
81,"30908137",Delaware Expressway,motorway,175.586294680839359,-75.141577363651933,39.953749887958431
82,"30908138",Delaware Expressway,motorway,175.238462007864229,-75.141565200000002,39.953592299999997
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141589230413132,39.950906811023565
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141640586630487,39.950611239477333
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141691942847856,39.950315667931115
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141743299065212,39.950020096384890
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141794655282567,39.949724524838658
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141846011499922,39.949428953292433
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141897367717277,39.949133381746208
82,"30908138",Delaware Expressway,motorway,189.856863658121682,-75.141948723934647,39.948837810199983
82,"30908138",Delaware Expressway,motorway,187.270707963573955,-75.141995157948045,39.948541497422362
83,"31372798",Locust Street,pedestrian,277.500009209963650,-75.149790199999998,39.946256599999998
83,"31372798",Locust Street,pedestrian,277.462119900012510,-75.150087653081385,39.946295608424592
83,"31372798",Locust Street,pedestrian,277.462119900012510,-75.150385112363324,39.946334569630800
84,"31372801",Locust Street,pedestrian,276.933605770779707,-75.150595300000006,39.946362100000002
84,"31372801",Locust Street,pedestrian,276.933605770779707,-75.150893106012148,39.946398315730434
84,"31372801",Locust Street,pedestrian,276.933605770779707,-75.151190912024290,39.946434531460866
85,"32121470",Saint Josephs Way,footway,191.904121349381228,-75.147465100000005,39.945940299999997
85,"32121470",Saint Josephs Way,footway,191.898814831629636,-75.147526974206997,39.945646750034321
86,"32121472",Bingham Court,footway,98.576802192854544,-75.147386600000004,39.946280000000002
86,"32121472",Bingham Court,footway,98.576802192854544,-75.147089954946921,39.946235259498387
86,"32121472",Bingham Court,footway,98.576802192854544,-75.146793309893852,39.946190518996779
87,"32121475",Philip Place,footway,12.546226812764395,-75.145408500000002,39.945925199999998
88,"32121486",Dock Street,residential,150.275428251818425,-75.145327600000002,39.946996200000001
88,"32121486",Dock Street,residential,150.275428251818425,-75.145178850657302,39.946735674314041
89,"32121488",Sansom Walk,pedestrian,277.860130663773930,-75.143621899999999,39.947385500000003
89,"32121488",Sansom Walk,pedestrian,277.860130663773930,-75.143919081459316,39.947426526579690
89,"32121488",Sansom Walk,pedestrian,277.860130663773930,-75.144216262918619,39.947467553159385
90,"32121493",Dock Street,pedestrian,159.780398510174194,-75.146185599999995,39.947878500000002
91,"32121512",Saint James Walk,footway,189.418282418491373,-75.148896100000002,39.947459100000003
91,"32121512",Saint James Walk,footway,191.808469202068920,-75.148954861460766,39.947164955885533
91,"32121512",Saint James Walk,footway,191.353736575664811,-75.149014814272562,39.946871010107934
91,"32121512",Saint James Walk,footway,153.674370486301314,-75.148958306778809,39.946599100734467
91,"32121512",Saint James Walk,footway,192.147309664214674,-75.148959348250287,39.946313539115906
92,"32455258",Delaware Expressway,motorway,11.808362605237511,-75.142345829071957,39.945499842362551
92,"32455258",Delaware Expressway,motorway,11.808362605237511,-75.142284437395887,39.945793493621885
92,"32455258",Delaware Expressway,motorway,11.808362605237511,-75.142223045719803,39.946087144881218
92,"32455258",Delaware Expressway,motorway,11.808362605237511,-75.142161654043733,39.946380796140552
92,"32455258",Delaware Expressway,motorway,11.808362605237511,-75.142100262367663,39.946674447399886
92,"32455258",Delaware Expressway,motorway,11.808362605237511,-75.142038870691579,39.946968098659227
95,"49960912",Delaware Expressway,motorway,12.476795975231459,-75.142000800000005,39.947150200000003
95,"49960912",Delaware Expressway,motorway,12.476795975231459,-75.141935986737195,39.947443115074663
95,"49960912",Delaware Expressway,motorway,12.476795975231459,-75.141871173474385,39.947736030149329
95,"49960912",Delaware Expressway,motorway,12.476795975231459,-75.141806360211561,39.948028945223989
96,"49960916",Delaware Expressway,motorway,191.976765213649799,-75.142249500000005,39.947179700000000
96,"49960916",Delaware Expressway,motorway,191.976765213649799,-75.142311754503567,39.946886230449984
96,"49960916",Delaware Expressway,motorway,191.976765213649799,-75.142374009007114,39.946592760899968
96,"49960916",Delaware Expressway,motorway,191.976765213649799,-75.142436263510689,39.946299291349952
96,"49960916",Delaware Expressway,motorway,191.976765213649799,-75.142498518014250,39.946005821799936
96,"49960916",Delaware Expressway,motorway,191.976765213649799,-75.142560772517811,39.945712352249920
97,"49960917",Delaware Expressway,motorway,191.318705705777205,-75.142048399999993,39.948184400000002
97,"49960917",Delaware Expressway,motorway,191.318705705777205,-75.142107279884343,39.947890234809641
97,"49960917",Delaware Expressway,motorway,191.318705705777205,-75.142166159768649,39.947596069619273
97,"49960917",Delaware Expressway,motorway,191.318705705777205,-75.142225039652999,39.947301904428912
98,"50192961",North 6th Street,secondary,187.873938128115725,-75.149527663730737,39.954623146870127
98,"50192961",North 6th Street,secondary,192.529526372112485,-75.149585430463375,39.954328974969826
98,"50192961",North 6th Street,secondary,192.529526372112485,-75.149650513274025,39.954036119668089
98,"50192961",North 6th Street,secondary,192.529526372112485,-75.149715596084675,39.953743264366345
98,"50192961",North 6th Street,secondary,192.529526372112485,-75.149780678895311,39.953450409064601
98,"50192961",North 6th Street,secondary,192.529526372112485,-75.149845761705961,39.953157553762857
98,"50192961",North 6th Street,secondary,192.529526372112485,-75.149910844516612,39.952864698461120
99,"61293628",Market Street,primary,97.110214516591157,-75.149717499999994,39.950660200000002
99,"61293628",Market Street,primary,97.110214516591157,-75.149419807033951,39.950623066484589
99,"61293628",Market Street,primary,97.110214516591157,-75.149122114067907,39.950585932969190
100,"61293665",Market Street,primary,107.576409366722757,-75.148933799999995,39.950563000000002
100,"61293665",Market Street,primary,96.605766848714239,-75.148643318711365,39.950491834561255
100,"61293665",Market Street,primary,96.398144301504729,-75.148345234103601,39.950457992457082
100,"61293665",Market Street,primary,97.081940958208619,-75.148047285298205,39.950423001201443
100,"61293665",Market Street,primary,97.081940958208619,-75.147749574044255,39.950386014592112
100,"61293665",Market Street,primary,97.081940958208619,-75.147451862790305,39.950349027982782
100,"61293665",Market Street,primary,97.083809385917689,-75.147154153816246,39.950312023047992
100,"61293665",Market Street,primary,97.083809385917689,-75.146856443768598,39.950275026730267
100,"61293665",Market Street,primary,97.083809385917689,-75.146558733720937,39.950238030412521
100,"61293665",Market Street,primary,97.080096107804806,-75.146261021952029,39.950201047949456
100,"61293665",Market Street,primary,97.080096107804806,-75.145963309507309,39.950164070926064
100,"61293665",Market Street,primary,97.098201900826766,-75.145665598421687,39.950127082978369
100,"61293665",Market Street,primary,97.087589099913146,-75.145367892237317,39.950090055592810
100,"61293665",Market Street,primary,97.076758574255564,-75.145070181389571,39.950053065724802
100,"61293665",Market Street,primary,97.083345780202364,-75.144772468631061,39.950016091231866
100,"61293665",Market Street,primary,97.083345780202364,-75.144474758284062,39.949979097323030
100,"61293665",Market Street,primary,97.091219349065625,-75.144177050769031,39.949942080636795
100,"61293665",Market Street,primary,97.091219349065625,-75.143879345508509,39.949905045817047
101,"61293761",Market Street,primary,275.248660578366753,-75.143733100000006,39.949952900000000
101,"61293761",Market Street,primary,277.106354579667709,-75.144030980276668,39.949988356053311
101,"61293761",Market Street,primary,277.110659854763981,-75.144328674257707,39.950025481428987
101,"61293761",Market Street,primary,277.110659854763981,-75.144626366935142,39.950062617258247
101,"61293761",Market Street,primary,277.110659854763981,-75.144924059612535,39.950099753087493
101,"61293761",Market Street,primary,277.110659854763981,-75.145221752289956,39.950136888916759
101,"61293761",Market Street,primary,277.110659854763981,-75.145519444967363,39.950174024746019
101,"61293761",Market Street,primary,277.115824840198229,-75.145817140792246,39.950211135244444
101,"61293761",Market Street,primary,277.115824840198229,-75.146114830120794,39.950248297909361
101,"61293761",Market Street,primary,277.115824840198229,-75.146412519449356,39.950285460574271
101,"61293761",Market Street,primary,277.110892160381354,-75.146710211439213,39.950322601913449
101,"61293761",Market Street,primary,277.110892160381354,-75.147007903966070,39.950359738949707
101,"61293761",Market Street,primary,277.142456216933965,-75.147305598896722,39.950396856498188
101,"61293761",Market Street,primary,277.106420196808813,-75.147603289651386,39.950434007660910
101,"61293761",Market Street,primary,277.106420196808813,-75.147900985075893,39.950471121462002
102,"61756380",North 5th Street,secondary,12.040436125398363,-75.147933800000004,39.954330800000001
106,"62154356",Arch Street,secondary,276.812299250031231,-75.148482500000000,39.952590800000003
106,"62154356",Arch Street,secondary,277.072333748977599,-75.148780274797289,39.952627265726719
106,"62154356",Arch Street,secondary,277.072333748977599,-75.149077992248877,39.952664202416067
106,"62154356",Arch Street,secondary,277.072333748977599,-75.149375709700465,39.952701139105415
106,"62154356",Arch Street,secondary,277.072333748977599,-75.149673427152052,39.952738075794770
107,"62154497",North Independence Mall East,secondary,54.691313999622800,-75.148159800000002,39.953599699999998
107,"62154497",North Independence Mall East,secondary,12.256534736591348,-75.147965354329230,39.953812748406570
107,"62154497",North Independence Mall East,secondary,12.256534736591348,-75.147901667591270,39.954105910476770
108,"62154616",Market Street,closed,268.560293161570655,-75.143443700000006,39.949955400000000
109,"62154617",North Front Street,tertiary,15.047240519362221,-75.142115899999993,39.949792799999997
109,"62154617",North Front Street,tertiary,14.800141928922679,-75.142038963413185,39.950082766322275
109,"62154617",North Front Street,tertiary,14.079428195510864,-75.141963009500515,39.950372988384039
109,"62154617",North Front Street,tertiary,14.079428195510864,-75.141890029470204,39.950663976210549
109,"62154617",North Front Street,tertiary,14.079428195510864,-75.141817049439894,39.950954964037059
109,"62154617",North Front Street,tertiary,12.084152638824387,-75.141749059870762,39.951247114021271
109,"62154617",North Front Street,tertiary,9.749436743312575,-75.141692548559789,39.951541719382014
110,"62154618",South Front Street,tertiary,192.342177171988965,-75.142465599999994,39.948179400000001
110,"62154618",South Front Street,tertiary,192.475568219963918,-75.142530278274350,39.947886455216555
110,"62154618",South Front Street,tertiary,192.357459405437368,-75.142594860804209,39.947593489335389
110,"62154618",South Front Street,tertiary,192.357459405437368,-75.142659063838650,39.947300439902072
